"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HDFCBANK","HDFC Bank Limited","7(2)","Ashima Khanna Bhat","Employees/Designated Employees","Equity Shares","1253000","0.02",,"20000","20720000","Sell","Equity Shares","1233000","0.02","23-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Dhiraj Relli","Employees/Designated Employees","Equity Shares","394806","0.01",,"50000","52138673","Sell","Equity Shares","344806","0.01","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ashish Parthasarthy","Employees/Designated Employees","Equity Shares","753944","0.01",,"30000","31240000","Sell","Equity Shares","723944","0.01","22-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anand Mankodi","Employees/Designated Employees","Equity Shares","201500","0",,"8000","8312350","Sell","Equity Shares","193500","0","22-Jun-2020","22-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ashish Punnose Abraham","Employees/Designated Employees","Equity Shares","11000","0",,"5000","5185728","Sell","Equity Shares","6000","0","22-Jun-2020","22-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anil L Bhavnani","Employees/Designated Employees","Equity Shares","323030","0.01",,"5400","5633380","Sell","Equity Shares","317630","0.01","22-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Akhilesh Dharmadhikari","Employees/Designated Employees","Equity Shares","50030","0",,"1300","1350302","Sell","Equity Shares","48730","0","22-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ritesh Sampat","Employees/Designated Employees","Equity Shares","37100","0",,"4200","4365870","Sell","Equity Shares","32900","0","22-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Neeraj Chawla","Employees/Designated Employees","Equity Shares","58025","0",,"2540","2637000","Sell","Equity Shares","55485","0","22-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Mehul Dipil Nagda","Employees/Designated Employees","Equity Shares","79800","0",,"2000","2057800","Sell","Equity Shares","77800","0","23-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Kaizad Bharucha","Director","Equity Shares","2156102","0.04",,"100000","103812732","Sell","Equity Shares","2056102","0.04","22-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Jomy Abraham","Employees/Designated Employees","Equity Shares","21000","0",,"500","522110","Sell","Equity Shares","20500","0","23-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Deepak Kumar Mohanty","Employees/Designated Employees","Equity Shares","36000","0",,"1000","1027797","Sell","Equity Shares","35000","0","23-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Bhaskar Chandra Panda","Employees/Designated Employees","Equity Shares","173848","0",,"5000","5171050","Sell","Equity Shares","168848","0","22-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Arun Kumar Mohanty","Employees/Designated Employees","Equity Shares","76650","0",,"47500","48793776","Sell","Equity Shares","29150","0","22-Jun-2020","22-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ajit Shetty","Employees/Designated Employees","Equity Shares","26600","0",,"2000","2086000","Sell","Equity Shares","24600","0","23-Jun-2020","23-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1074258_268859_25062020064059_WEB.xml"
"RAMANEWS","Shree Rama Newsprint Limited","7(2)","RIDDHI SIDDHI GLUCO BIOLS LIMITED","Promoters","Equity Shares","102990547","69.81",,"7300000","107310000","Buy","Equity Shares","110290547","74.76","24-Jun-2020","24-Jun-2020","25-Jun-2020","Others","-","-","0","0","0","0","BSE","-","25-Jun-2020 18:30","https://archives.nseindia.com/corporate/xbrl/IT_1074256_268855_25062020063050_WEB.xml"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","7(3)","Puneet Nanda","-","Equity Shares","110000","0.01",,"10000","4347190","Sell","Equity Shares","100000","0.01","24-Jun-2020","24-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1074254_268838_25062020062536_WEB.xml"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","7(3)","Puneet Nanda","-","Equity Shares","130000","0.01",,"20000","8350288","Sell","Equity Shares","110000","0.01","23-Jun-2020","23-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1074254_268838_25062020062536_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","16397705","0.68",,"700000","141203440","Buy","Equity Shares","17097705","0.71","24-Jun-2020","24-Jun-2020","25-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1074253_268820_25062020061709_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Glebe Trading Private Limited","Promoter Group","Equity Shares","17157930","0.71",,"400000","80660000","Pledge","Equity Shares","17157930","0.71","23-Jun-2020","23-Jun-2020","24-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","25-Jun-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1074253_268820_25062020061709_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","14686006","0.61",,"13930","2726274","Sell","Equity Shares","14672076","0.61","24-Jun-2020","24-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1074253_268820_25062020061709_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Danta Enterprises Private Limited","Promoter Group","Equity Shares","60368250","2.5",,"900000","181485000","Pledge","Equity Shares","60368250","2.5","23-Jun-2020","23-Jun-2020","24-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","25-Jun-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1074253_268820_25062020061709_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","15797705","0.65",,"600000","121487129","Buy","Equity Shares","16397705","0.68","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1074253_268820_25062020061709_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JTPM Metal Traders Private Limited","Promoter Group","Equity Shares","15797705","0.65",,"420005","84694008","Pledge","Equity Shares","15797705","0.65","23-Jun-2020","23-Jun-2020","24-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","25-Jun-2020 18:17","https://archives.nseindia.com/corporate/xbrl/IT_1074253_268820_25062020061709_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","APPARAO VENKATA VARRE","Employees/Designated Employees","Equity Shares","43926","0",,"17926","10347977","Sell","Equity Shares","26000","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1074251_268817_25062020061336_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","ANIL GANJOO","Employees/Designated Employees","Equity Shares","361536","0.01",,"20000","11397175","Sell","Equity Shares","341536","0.01","22-Jun-2020","22-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1074251_268817_25062020061336_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","SAMEER GUPTA","Employees/Designated Employees","Equity Shares","32250","0",,"2000","860000","Sell","Equity Shares","30250","0","19-Mar-2020","19-Mar-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1074248_268799_25062020055418_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","SAMEER GUPTA","Employees/Designated Employees","Equity Shares","33250","0",,"1000","468260","Sell","Equity Shares","32250","0","18-Mar-2020","18-Mar-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1074248_268799_25062020055418_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","TARUN KUMAR LALL","Employees/Designated Employees","Equity Shares","9500","0",,"3300","1497870","Buy","Equity Shares","12800","0","24-Jun-2020","24-Jun-2020","25-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1074248_268799_25062020055418_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","SHYAMAL KARMAKAR","Employees/Designated Employees","Equity Shares","14500","0",,"1500","717675","Buy","Equity Shares","16000","0","24-Jun-2020","24-Jun-2020","25-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1074248_268799_25062020055418_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","SHYAMAL KARMAKAR","Employees/Designated Employees","Equity Shares","12500","0",,"2000","956900","Buy","Equity Shares","14500","0","06-May-2020","06-May-2020","25-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1074248_268799_25062020055418_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","GHANSHYAM GUPTA","Employees/Designated Employees","Equity Shares","7508","0.01",,"785","1054050","Sell","Equity Shares","6723","0.01","08-Jun-2020","25-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1074247_268797_25062020055242_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","ALOK DAS","Employees/Designated Employees","Equity Shares","7881","0.01",,"300","308340","Pledge","Equity Shares","7881","0.01","19-May-2020","19-May-2020","11-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","25-Jun-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1074247_268797_25062020055242_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","VEENA KUMARI TANDON","Immediate relative","Equity Shares","113406","0.14",,"2536","3424189","Sell","Equity Shares","110870","0.14","22-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1074247_268797_25062020055242_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","ALOK DAS","Employees/Designated Employees","Equity Shares","7881","0.01",,"3000","3874013","Sell","Equity Shares","4881","0.01","19-Jun-2020","19-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1074247_268797_25062020055242_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","ABHIJT KOTNIS","Employees/Designated Employees","Equity Shares","5200","0.04",,"700","4075000","Sell","Equity Shares","4500","0.04","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1074244_268789_25062020053833_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","KAILASH CHANDER SHARMA","Employees/Designated Employees","Equity Shares","11595","0.1",,"800","4605000","Sell","Equity Shares","10795","0.09","23-Jun-2020","23-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1074244_268789_25062020053833_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","GEETA VASWANI","Promoter Group","Equity Shares","170373","1.47",,"255","1447875","Sell","Equity Shares","170118","1.47","19-Jun-2020","19-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1074244_268789_25062020053833_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","GEETA VASWANI","Promoter Group","Equity Shares","170118","1.47",,"3000","17475000","Sell","Equity Shares","167118","1.44","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1074244_268789_25062020053833_WEB.xml"
"DIXON","Dixon Technologies (India) Limited","7(2)","LALIT KUMAR SHUKLA","Employees/Designated Employees","Equity Shares","5524","0.05",,"100","575233","Sell","Equity Shares","5424","0.05","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1074244_268789_25062020053833_WEB.xml"
"COROMANDEL","Coromandel International Limited","7(2)","Shankar N","Employees/Designated Employees","Equity Shares","2800","0",,"2300","1684750","Pledge Revoke","Equity Shares","2800","0","22-Jun-2020","22-Jun-2020","23-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1074242_268786_25062020053622_WEB.xml"
"FILATEX","Filatex India Limited","7(2)","GUNJAN BHAGERIA","Promoter Group","Equity Shares","4590500","2.08",,"112974","3224311","Buy","Equity Shares","4703474","2.13","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 17:03","https://archives.nseindia.com/corporate/xbrl/IT_1074240_268756_25062020050308_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","A. Velumani HUF","Promoter Group","Equity Shares","1422773","2.69",,"5137","2594629","Buy","Equity Shares","1427910","2.7","23-Jun-2020","24-Jun-2020","25-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:58","https://archives.nseindia.com/corporate/xbrl/IT_1074238_268752_25062020045843_WEB.xml"
"PRAJIND","Praj Industries Limited","7(2)","Atul Mulay","Employees/Designated Employees","Equity Shares","95500","0.05",,"95500","6383662","Sell","Equity Shares","Nil","0","23-Jun-2020","23-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","BSE","-","25-Jun-2020 16:57","https://archives.nseindia.com/corporate/xbrl/IT_1074237_268750_25062020045737_WEB.xml"
"CREDITACC","CREDITACCESS GRAMEEN LIMITED","7(2)","Diwakar Ram Boddupalli","Key Managerial Personnel","Equity Shares","194000","0.13",,"5300","2787800","Sell","Equity Shares","188700","0.13","19-Jun-2020","19-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1074235_268729_25062020044855_WEB.xml"
"CREDITACC","CREDITACCESS GRAMEEN LIMITED","7(2)","Diwakar Ram Boddupalli","Key Managerial Personnel","Equity Shares","188700","0.13",,"700","368200","Sell","Equity Shares","188000","0.13","22-Jun-2020","22-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1074235_268729_25062020044855_WEB.xml"
"LUPIN","Lupin Limited","7(2)","Dr. Kamal K Sharma","Employees/Designated Employees","Equity Shares","159900","0.03",,"10000","9430000","Sell","Equity Shares","149900","0.03","25-Jun-2020","25-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:44","https://archives.nseindia.com/corporate/xbrl/IT_1074233_268723_25062020044418_WEB.xml"
"DISHTV","Dish TV India Limited","7(2)","Direct Media Distribution Ventures Pvt Ltd","Promoters","Equity Shares","276768023","15.03",,"11200000","101920000","Pledge Invoke","Equity Shares","265568023","14.42","23-Jun-2020","23-Jun-2020","24-Jun-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 16:38","https://archives.nseindia.com/corporate/xbrl/IT_1074231_268716_25062020043817_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PANICKER HEMANT","Employees/Designated Employees","Equity Shares","29537","0",,"1000","1860000","Pledge Revoke","Equity Shares","29537","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PANICKER HEMANT","Employees/Designated Employees","Equity Shares","31537","0",,"2000","3700000","Sell","Equity Shares","29537","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RAMABHADRAN M","Other","Equity Shares","301141","0.02",,"4000","7416520","Sell","Equity Shares","297141","0.02","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","BHASKAR GHOSH","Director","Equity Shares","Nil","0",,"2000","3644560","Buy","Equity Shares","2000","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PANICKER HEMANT","Employees/Designated Employees","Equity Shares","29537","0",,"1000","1860000","Sell","Equity Shares","28537","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PANICKER HEMANT","Employees/Designated Employees","Equity Shares","31537","0",,"2000","3700000","Pledge Revoke","Equity Shares","31537","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RANGAN SRINIVASA V","Director","Equity Shares","393775","0.02",,"5000","9254100","Sell","Equity Shares","388775","0.02","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RANGAN SRINIVASA V","Director","Equity Shares","413775","0.02",,"20000","36601200","Sell","Equity Shares","393775","0.02","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1074229_268713_25062020043523_WEB.xml"
"MBECL","Mcnally Bharat Engineering Company Limited","7(2)","Williamson Financial Services Limited","Promoters","Equity Shares","20702515","9.79",,"1487762","7334667","Pledge Invoke","Equity Shares","19214753","9.08","16-Jun-2020","16-Jun-2020","23-Jun-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 16:29","https://archives.nseindia.com/corporate/xbrl/IT_1074227_268708_25062020042950_WEB.xml"
"MBECL","Mcnally Bharat Engineering Company Limited","7(2)","Williamson Magor & Co. Limited","Promoters","Equity Shares","31618952","14.94",,"6300000","31059000","Pledge Invoke","Equity Shares","25318952","11.96","16-Jun-2020","16-Jun-2020","23-Jun-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 16:29","https://archives.nseindia.com/corporate/xbrl/IT_1074227_268708_25062020042950_WEB.xml"
"CAPTRUST","Capital Trust Limited","7(2)","Moonlight Equity Pvt Ltd","Promoters","Equity Shares","1359455","8.31",,"25000","2354852","Buy","Equity Shares","1384455","8.46","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:22","https://archives.nseindia.com/corporate/xbrl/IT_1074225_268695_25062020042229_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Map Auto Limited","Promoters","Equity Shares","132332728","33.2",,"300000","9719526","Buy","Equity Shares","132632728","33.27","24-Jun-2020","24-Jun-2020","25-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:17","https://archives.nseindia.com/corporate/xbrl/IT_1074223_268688_25062020041748_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Map Auto Limited","Promoters","Equity Shares","132132728","33.16",,"100000","3103100","Buy","Equity Shares","132232728","33.18","22-Jun-2020","22-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:17","https://archives.nseindia.com/corporate/xbrl/IT_1074223_268688_25062020041748_WEB.xml"
"JAMNAAUTO","Jamna Auto Industries Limited","7(2)","Map Auto Limited","Promoters","Equity Shares","132232728","33.18",,"100000","3071915","Buy","Equity Shares","132332728","33.2","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:17","https://archives.nseindia.com/corporate/xbrl/IT_1074223_268688_25062020041748_WEB.xml"
"CYIENT","Cyient Limited","7(2)","B Sucharitha","Promoters","Equity Shares","1027883","0.93",,"55575","13414138","Buy","Equity Shares","1083458","0.99","22-Jun-2020","24-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","25-Jun-2020 16:12","https://archives.nseindia.com/corporate/xbrl/IT_1074222_268680_25062020041200_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","N.V.V.Narasimha Rao","Employees/Designated Employees","Equity Shares","34400","0.01",,"2400","5655900","Sell","Equity Shares","32000","0.01","19-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1074220_268674_25062020040935_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","K. Mallaiah","Employees/Designated Employees","Equity Shares","20725","0.01",,"9825","23167252","Sell","Equity Shares","10900","0","22-Jun-2020","24-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1074220_268674_25062020040935_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Rahul Ravi Sheth","Immediate relative","Equity Shares","8623","0",,"8623","2994903","Sell","Equity Shares","Nil","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 15:55","https://archives.nseindia.com/corporate/xbrl/IT_1074215_268653_25062020035537_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Kanaiyalal M. Sheth","Immediate relative","Equity Shares","8862","0",,"3000","1065338","Sell","Equity Shares","5862","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 15:55","https://archives.nseindia.com/corporate/xbrl/IT_1074215_268653_25062020035537_WEB.xml"
